input,response
"""Tina: I'll tell you something, this Emirate staff looks amazing, as movie stars
Ala: Oh yes, I know, that's for purpose 
Ala: It's how it's suppose to be
Ala: They pay a lot of attention to the image
Tina: Looks nice, pleasure to observe
Tina: And I sucked at the airport, they've kept us one hour in the plane and finally I'll catch the evening flight back home
Tina: Could You imagine?
Tina: And you know, this way we had such a talkative pilot :-)
Ala: Oh, poor you
Ala: Pfff
Ala: And I'm on my way to a meeting
Tina: THE meeting?
Ala: Yes, keep your finger crossed
Tina: Sure, let me know how did it go
Ala: Ok darling, in touch""","Tina and Ala discuss the impressive appearance of Emirates staff, with Ala noting that it is intentional to maintain a good image. Tina shares her frustration about being delayed for an hour on the plane but mentions having an enjoyable conversation with the pilot. Ala expresses sympathy and mentions heading to an important meeting, to which Tina wishes her luck and asks to be updated."
"""Sebastian: It's been already a year since we moved here.
Sebastian: This is totally the best time of my life.
Kevin: Really? 
Sebastian: Yeah! Totally maaan.
Sebastian: During this 1 year I learned more than ever. 
Sebastian: I learned how to be resourceful, I'm learning responsibility, and I literally have the power to make my dreams come true.
Kevin: It's great to hear that.
Kevin: It's great that you are satisfied with your decisions.
Kevin: And above all it's great to see that you have someone you love by your side :)
Sebastian: Exactly!
Sebastian: That's another part of my life that is going great.
Kevin: I wish I had such a person by my side.
Sebastian: Don't worry about it.
Sebastian: I have a feeling this day will come shortly.
Kevin: Haha. I don' think so, but thanks.
Sebastian: This one year proved to me that when you want something really badly, you can achieve it.
Kevin: I want to win lottery and I never did :D
Sebastian: If you devoted your life to analyze all of the winning numbers, and with your math skills you could win.
Kevin: Devote myself and million dollars for lottery tickets.
Sebastian: Something like that xD
Kevin: I'm happy for you man.
Kevin: I really am
Sebastian: Thanks. It means a lot my friend :)""","Sebastian reflects positively on their past year since moving, expressing that it has been the best time of his life due to personal growth and learning. He appreciates his newfound resourcefulness, responsibility, and the belief in achieving his dreams. Kevin supports and is happy for Sebastian's contentment and success, though he expresses a bit of his own longing for companionship. Sebastian reassures Kevin, emphasizing that persistence can lead to achieving one’s dreams."
"""Frank: Son, will you come home this weekend?
Son: not sure yet. Something happened?
Frank: Of course not. Your mother miss you.
Son: I miss her too.
Frank: So will you com?
Son: I will try.
Frank: Good, I will tell your mother that you will come
Son: oh, dad.. ok I will come.""","Frank asks his son to come home for the weekend. The son is initially unsure but mentions he misses his mother. Frank persists, and the son ultimately agrees to come."
"""Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?
Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.
Kate: <file_photo>
Kate: Good old Momo! Yes, it is your scarf!
Ola: NO!!! It's one of my favorites! The one from Laos!
Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.
Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.
Ola: <file_photo>
Kate: Wait a sec!
Kate: <file_photo>
Kate: Isn't it similar?! Mum would probably like it. Why don't you?
Ola: Not a bad idea. But the quality is usually crappy.
Kate: And if you go to some boutique shop or something? Not at a market as in your pics?
Ola: I might try and find some. Would you like one too?
Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))
Ola: OK I'll have a look. Greets to everyone at home pls.
Kate: Take care!""","Ola contacts Kate from Cuba, apologizing for not keeping in touch due to poor connectivity. Kate mentions everything is normal at home and that Momo, presumably a pet, has recovered from an injury. They discuss a photo Kate sent of Momo wearing Ola's favorite scarf from Laos, which Ola is upset about. Kate suggests buying a new one in Cuba, but Ola finds the local options unappealing. They discuss potential gifts for their Mum and agree on looking for a high-quality blouse. Ola promises to send greetings to everyone at home, and they exchange goodbyes."
"""Mike: Do u have new John's number?
Ann: No, u should ask Mary.
Mike: Ok, thank u :*""",Mike asks Ann for John's new number. Ann suggests he ask Mary. Mike agrees and thanks Ann.
"""Joseph: It's fuzzy but I think you can recognize what's that(^_-)-☆
Joseph: <file_photo>
Ella: Ooooo
Ella: Baby cows??(/◕ヮ◕)/(/◕ヮ◕)/(/◕ヮ◕)/
Joseph: Wujek Janek has tween cows:D
Ella: Twins* darling xD
Joseph: Oh yeah, sorry Twins*
Ella: Good for him!! So cool❤️❤️
Ella: Wanna touch them❤️❤️❤️""","Joseph shares a photo of baby cows, mentioning it's a bit fuzzy but still recognizable. Ella excitedly identifies them as baby cows and expresses a desire to touch them. Joseph mentions that Wujek Janek has twin cows, and Ella corrects his spelling and expresses her enthusiasm."
"""Josh: Stephen, I think you've accidentaly taken my notebook home
Stephen: wait lemme check
Stephen: nope, I don't see it anywhere
Jack: oh shit, I've got it xDDD I don't even know why
Josh: xDDD ok, no problem, cool I know where it is
Jack: I'll bring it tomorow""","Josh realizes his notebook is missing and suspects Stephen took it. Stephen checks but doesn't have it. Jack then discovers he has the notebook, apologizes, and promises to return it the next day."
"""Lola: hey girlfriend, what's up?
Adele: Oh, hi Lols, not much.
Adele: got a new dog.
Lola: another one?
Adele: Yup. a pup biscuit lab. 4 months. Chewy.
Lola: how did the others react?
Adele: the cats keep their distance, Poppy and Lulu seem to mother him. Speedy wants to play.
Lola: no fighting? that's new.
Adele: they say puppies are accepted by other animals more easily than older dogs
Lola: especially girl dogs, probably
Adele: with the other ones I had to wean them because I took them in as adult dogs. And girls like to fight. like crazy.
Lola: doggies, right/.
Adele: that too :P
Lola: haha. true though.
Adele: I know, right. Anyway, called him Bones. He's so plump it kinda fit.
Lola: cute. can't wait to see him.""","Lola and Adele chat about Adele's new puppy, a 4-month-old Biscuit Lab named Chewy. Adele mentions that while her cats keep their distance, two of her dogs, Poppy and Lulu, are motherly towards the pup, and another dog, Speedy, wants to play. Adele notes that puppies are generally more easily accepted by other animals than older dogs, especially by female dogs. They conclude with Adele revealing the puppy's name is Bones and laughing about the challenges of integrating new dogs into the household."
"""Kristian: Adidas Or Nike?😃
Tabora: Adidas(＾ｖ＾)
Kristian: Watermelon or orange?😃😃
Tabora: Orange(＾ｖ＾)
Kristian: Superman or batman?😃😃😃
Tabora: Batman(＾ｖ＾)
Tabora: What are we doing now?
Kristian: Just playing games😃😃😃😃
Kristian: Wanna keep going?😃
Tabora: Sure! It is kinda fun!(*^0^*)
Kristian: Films or books?😃😃😀😀😀😀😀😀
Tabora: Films!(＾ｖ＾)
Tabora: When is my turn?""","Kristian and Tabora are playing a preference game where Kristian asks questions about choices between two options, and Tabora responds with her preferences. Tabora prefers Adidas, orange, Batman, and films. After a few rounds, Tabora inquires about the activity and expresses enjoyment, asking when she gets a turn to ask questions."
"""Cathy: Just realized I left my sunglasses at yours
Broke: Yes, they are waiting for you to pick them up
Cathy: Might come round at 10 tonight if that's alright
Broke: Yeah okay, see ya""","Cathy realizes she left her sunglasses at Broke's place. Broke confirms they are there, and Cathy plans to retrieve them at 10 tonight. Broke agrees."
"""Petra: I need to sleep, I can't stand how sleepy I am
Andy: I know, and it's so boring today, nobody's working at the office
Ezgi: I am working! lazy pigs
Petra: I'm sleeping with my eyes open, kill me
Andy: ask the fat woman from HR
Petra: she would kill me on spot without batting an eye
Andy: she always repeats she has a black belt in karate 
Petra: it's hard to believe she can move, but let her have whatever belt she wants
Andy: LOL
Petra: sooooo sleepy""","Petra expresses extreme sleepiness and a struggle to stay awake. Andy comments on the boring day at the office with no one working. Ezgi points out that she is working and then calls them lazy. Petra humorously exaggerates her sleepiness, and Andy brings up an HR woman's claim of having a black belt in karate. Petra doubts the HR woman's physical ability but dismissively allows her to believe whatever she wants. The dialogue ends with Petra repeating her sleepiness."
